"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"adaptiveModelWithBV.nlogox"
"prolifAndDrugMolecule"
"04/09/2026 00:31:10:368 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-49","49","-49","49"
"[run number]","max-drug","resource","proliferationP-DP","blood-vessel-width","drugMolecule","invasion-threshold","adaptive-burden-threshold","bolusAmount","PRO-to-DP","invasionP-DP","adaptive-therapy","cell-count","starvingThreshold","timeInterval","startTime","resourceRate","nextBolusTime","[step]","count patches with [pcolor = black]","count patches with [pcolor = orange]","proliferationP-PRO"
"405","2600","10","0.05","0","3800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","963","6794","0","0.055"
"458","2600","10","0.16","0","4200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","196","5961","839","0.165"
"464","2600","10","0.01","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","52","0","0","0.015"
"278","2600","10","0.04","0","2600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","2633","0","0","0.045"
"460","2600","10","0.18","0","4200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","155","6508","313","0.185"
"461","2600","10","0.19","0","4200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","149","6406","454","0.195"
"459","2600","10","0.17","0","4200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","167","6608","186","0.17500000000000002"
"462","2600","10","0.2","0","4200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","158","5557","1265","0.20500000000000002"
"466","2600","10","0.03","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","122","0","0","0.034999999999999996"
"425","2600","10","0.04","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","814","0","0","0.045"
"465","2600","10","0.02","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","149","0","0","0.025"
"475","2600","10","0.12","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","236","6795","5","0.125"
"448","2600","10","0.06","0","4200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","602","6808","0","0.065"
"474","2600","10","0.11","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","252","6816","0","0.115"
"473","2600","10","0.1","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","277","6808","0","0.10500000000000001"
"472","2600","10","0.09","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","330","6825","0","0.095"
"477","2600","10","0.14","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","188","6822","0","0.14500000000000002"
"467","2600","10","0.04","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","379","0","0","0.045"
"476","2600","10","0.13","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","207","6725","82","0.135"
"471","2600","10","0.08","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","355","6791","0","0.085"
"478","2600","10","0.15","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","184","6840","12","0.155"
"484","2600","10","0","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","47","0","0","0.005"
"479","2600","10","0.16","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","180","6438","412","0.165"
"480","2600","10","0.17","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","168","6535","262","0.17500000000000002"
"485","2600","10","0.01","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","75","0","0","0.015"
"486","2600","10","0.02","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","71","0","0","0.025"
"481","2600","10","0.18","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","160","6490","342","0.185"
"482","2600","10","0.19","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","148","6678","127","0.195"
"483","2600","10","0.2","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","159","5337","1480","0.20500000000000002"
"487","2600","10","0.03","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","132","0","0","0.034999999999999996"
"470","2600","10","0.07","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","449","6818","0","0.07500000000000001"
"494","2600","10","0.1","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","272","6800","0","0.10500000000000001"
"495","2600","10","0.11","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","254","6794","0","0.115"
"493","2600","10","0.09","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","341","6808","0","0.095"
"492","2600","10","0.08","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","376","6823","0","0.085"
"469","2600","10","0.06","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","583","6819","0","0.065"
"496","2600","10","0.12","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","228","6790","0","0.125"
"497","2600","10","0.13","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","218","6794","49","0.135"
"498","2600","10","0.14","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","233","6517","290","0.14500000000000002"
"491","2600","10","0.07","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","430","6802","0","0.07500000000000001"
"426","2600","10","0.05","0","4000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1085","6791","0","0.055"
"501","2600","10","0.17","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","173","6577","237","0.17500000000000002"
"500","2600","10","0.16","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","176","6819","9","0.165"
"499","2600","10","0.15","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","190","6738","66","0.155"
"505","2600","10","0","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","46","0","0","0.005"
"506","2600","10","0.01","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","48","0","0","0.015"
"503","2600","10","0.19","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","150","6547","257","0.195"
"502","2600","10","0.18","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","158","6500","327","0.185"
"507","2600","10","0.02","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","120","0","0","0.025"
"504","2600","10","0.2","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","160","5598","1281","0.20500000000000002"
"508","2600","10","0.03","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","154","0","0","0.034999999999999996"
"490","2600","10","0.06","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","590","6849","0","0.065"
"515","2600","10","0.1","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","268","6813","0","0.10500000000000001"
"514","2600","10","0.09","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","320","6791","0","0.095"
"513","2600","10","0.08","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","363","6791","0","0.085"
"517","2600","10","0.12","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","228","6842","0","0.125"
"516","2600","10","0.11","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","248","6840","0","0.115"
"518","2600","10","0.13","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","220","6814","0","0.135"
"512","2600","10","0.07","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","438","6806","0","0.07500000000000001"
"519","2600","10","0.14","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","210","6769","20","0.14500000000000002"
"520","2600","10","0.15","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","186","6764","35","0.155"
"521","2600","10","0.16","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","187","6619","228","0.165"
"522","2600","10","0.17","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","167","6642","159","0.17500000000000002"
"526","2600","10","0","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","46","0","0","0.005"
"527","2600","10","0.01","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","60","0","0","0.015"
"528","2600","10","0.02","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","82","0","0","0.025"
"525","2600","10","0.2","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","145","6494","311","0.20500000000000002"
"523","2600","10","0.18","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","164","6321","484","0.185"
"524","2600","10","0.19","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","152","6681","188","0.195"
"447","2600","10","0.05","0","4200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1111","6808","0","0.055"
"529","2600","10","0.03","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","116","0","0","0.034999999999999996"
"509","2600","10","0.04","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","623","0","0","0.045"
"511","2600","10","0.06","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","642","6800","0","0.065"
"535","2600","10","0.09","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","323","6823","0","0.095"
"534","2600","10","0.08","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","361","6817","0","0.085"
"536","2600","10","0.1","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","275","6833","0","0.10500000000000001"
"537","2600","10","0.11","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","248","6790","0","0.115"
"538","2600","10","0.12","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","229","6791","0","0.125"
"539","2600","10","0.13","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","212","6797","3","0.135"
"540","2600","10","0.14","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","221","6718","151","0.14500000000000002"
"533","2600","10","0.07","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","457","6801","0","0.07500000000000001"
"542","2600","10","0.16","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","172","6696","124","0.165"
"541","2600","10","0.15","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","218","6189","618","0.155"
"547","2600","10","0","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","45","0","0","0.005"
"543","2600","10","0.17","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","165","6760","32","0.17500000000000002"
"545","2600","10","0.19","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","149","6650","188","0.195"
"544","2600","10","0.18","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","174","5977","852","0.185"
"548","2600","10","0.01","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","99","0","0","0.015"
"549","2600","10","0.02","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","99","0","0","0.025"
"546","2600","10","0.2","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","174","5102","1708","0.20500000000000002"
"550","2600","10","0.03","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","115","0","0","0.034999999999999996"
"532","2600","10","0.06","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","599","6808","0","0.065"
"551","2600","10","0.04","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","293","0","0","0.045"
"468","2600","10","0.05","0","4400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1225","6808","0","0.055"
"489","2600","10","0.05","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1088","6802","0","0.055"
"555","2600","10","0.08","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","368","6818","0","0.085"
"557","2600","10","0.1","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","285","6811","0","0.10500000000000001"
"556","2600","10","0.09","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","305","6793","0","0.095"
"558","2600","10","0.11","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","264","6790","0","0.115"
"559","2600","10","0.12","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","232","6817","0","0.125"
"554","2600","10","0.07","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","456","6794","0","0.07500000000000001"
"560","2600","10","0.13","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","213","6845","0","0.135"
"561","2600","10","0.14","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","209","6654","140","0.14500000000000002"
"563","2600","10","0.16","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","172","6818","19","0.165"
"562","2600","10","0.15","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","192","6668","142","0.155"
"564","2600","10","0.17","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","175","6544","281","0.17500000000000002"
"568","2600","10","0","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","48","0","0","0.005"
"569","2600","10","0.01","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","61","0","0","0.015"
"510","2600","10","0.05","0","4800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1016","6838","0","0.055"
"488","2600","10","0.04","0","4600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1294","0","0","0.045"
"566","2600","10","0.19","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","157","6488","371","0.195"
"565","2600","10","0.18","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","163","6548","255","0.185"
"570","2600","10","0.02","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","107","0","0","0.025"
"567","2600","10","0.2","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","173","5118","1695","0.20500000000000002"
"571","2600","10","0.03","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","181","0","0","0.034999999999999996"
"553","2600","10","0.06","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","576","6817","0","0.065"
"578","2600","10","0.1","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","278","6807","0","0.10500000000000001"
"579","2600","10","0.11","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","260","6845","0","0.115"
"577","2600","10","0.09","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","306","6804","0","0.095"
"580","2600","10","0.12","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","232","6814","0","0.125"
"576","2600","10","0.08","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","366","6808","0","0.085"
"582","2600","10","0.14","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","194","6835","0","0.14500000000000002"
"583","2600","10","0.15","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","187","6798","1","0.155"
"581","2600","10","0.13","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","217","6848","0","0.135"
"584","2600","10","0.16","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","170","6800","0","0.165"
"589","2600","10","0","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","46","0","0","0.005"
"585","2600","10","0.17","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","179","6607","264","0.17500000000000002"
"590","2600","10","0.01","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","50","0","0","0.015"
"586","2600","10","0.18","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","154","6828","2","0.185"
"587","2600","10","0.19","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","153","6536","334","0.195"
"588","2600","10","0.2","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","170","5511","1317","0.20500000000000002"
"591","2600","10","0.02","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","103","0","0","0.025"
"575","2600","10","0.07","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","448","6798","0","0.07500000000000001"
"592","2600","10","0.03","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","177","0","0","0.034999999999999996"
"531","2600","10","0.05","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1037","6802","0","0.055"
"574","2600","10","0.06","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","578","6802","0","0.065"
"598","2600","10","0.09","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","309","6793","0","0.095"
"572","2600","10","0.04","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","623","0","0","0.045"
"599","2600","10","0.1","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","283","6807","0","0.10500000000000001"
"597","2600","10","0.08","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","373","6802","0","0.085"
"600","2600","10","0.11","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","246","6792","0","0.115"
"602","2600","10","0.13","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","218","6768","21","0.135"
"605","2600","10","0.16","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","167","6786","46","0.165"
"604","2600","10","0.15","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","173","6805","0","0.155"
"596","2600","10","0.07","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","454","6804","0","0.07500000000000001"
"603","2600","10","0.14","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","198","6800","0","0.14500000000000002"
"610","2600","10","0","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","47","0","0","0.005"
"611","2600","10","0.01","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","51","0","0","0.015"
"601","2600","10","0.12","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","297","6812","0","0.125"
"612","2600","10","0.02","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","69","0","0","0.025"
"608","2600","10","0.19","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","151","6666","141","0.195"
"607","2600","10","0.18","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","176","6041","783","0.185"
"609","2600","10","0.2","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","139","6811","31","0.20500000000000002"
"606","2600","10","0.17","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","170","6736","101","0.17500000000000002"
"613","2600","10","0.03","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","79","0","0","0.034999999999999996"
"595","2600","10","0.06","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","586","6793","0","0.065"
"619","2600","10","0.09","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","312","6806","0","0.095"
"552","2600","10","0.05","0","5200","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1050","6797","0","0.055"
"618","2600","10","0.08","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","372","6803","0","0.085"
"622","2600","10","0.12","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","230","6799","0","0.125"
"620","2600","10","0.1","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","291","6803","0","0.10500000000000001"
"621","2600","10","0.11","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","238","6838","0","0.115"
"617","2600","10","0.07","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","447","6789","0","0.07500000000000001"
"623","2600","10","0.13","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","214","6820","0","0.135"
"624","2600","10","0.14","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","205","6829","5","0.14500000000000002"
"625","2600","10","0.15","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","185","6802","0","0.155"
"626","2600","10","0.16","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","197","6518","317","0.165"
"627","2600","10","0.17","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","173","6749","76","0.17500000000000002"
"631","2600","10","0","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","47","0","0","0.005"
"632","2600","10","0.01","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","69","0","0","0.015"
"628","2600","10","0.18","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","165","6484","315","0.185"
"630","2600","10","0.2","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","145","6504","321","0.20500000000000002"
"633","2600","10","0.02","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","98","0","0","0.025"
"629","2600","10","0.19","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","151","6631","174","0.195"
"634","2600","10","0.03","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","193","0","0","0.034999999999999996"
"616","2600","10","0.06","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","587","6794","0","0.065"
"614","2600","10","0.04","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","612","0","0","0.045"
"593","2600","10","0.04","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","876","0","0","0.045"
"635","2600","10","0.04","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","293","0","0","0.045"
"573","2600","10","0.05","0","5400","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1038","6805","0","0.055"
"640","2600","10","0.09","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","308","6798","0","0.095"
"641","2600","10","0.1","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","281","6815","0","0.10500000000000001"
"642","2600","10","0.11","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","254","6828","0","0.115"
"643","2600","10","0.12","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","227","6803","0","0.125"
"644","2600","10","0.13","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","223","6799","0","0.135"
"639","2600","10","0.08","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","354","6799","0","0.085"
"645","2600","10","0.14","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","199","6804","10","0.14500000000000002"
"646","2600","10","0.15","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","194","6744","70","0.155"
"647","2600","10","0.16","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","174","6837","0","0.165"
"594","2600","10","0.05","0","5600","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","940","6802","0","0.055"
"649","2600","10","0.18","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","165","6406","423","0.185"
"648","2600","10","0.17","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","190","6577","259","0.17500000000000002"
"650","2600","10","0.19","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","152","6736","105","0.195"
"651","2600","10","0.2","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","141","6776","23","0.20500000000000002"
"638","2600","10","0.07","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","462","6815","0","0.07500000000000001"
"637","2600","10","0.06","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","552","6797","0","0.065"
"615","2600","10","0.05","0","5800","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1053","6792","0","0.055"
"636","2600","10","0.05","0","6000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","1083","6792","0","0.055"
"530","2600","10","0.04","0","5000","5","2000","200","0.5","0.6","false","100","25","45","0","10","10","3395","0","0","0.045"
